"","gender","age","party","register","rate"
"3399","Male","18-30","Unsure","No",3
"3400","Female","18-30","Conservative","No",2
"3401","Female","18-30","Other","Yes",2
"3402","Female","18-30","Liberal","Yes",3
"3403","Female","18-30","Other","Yes",3
"3404","Female","18-30","Liberal","Yes",3
"3405","Female","18-30","NDP","No",2
"3406","Male","18-30","Liberal","No",4
"3407","Female","18-30","Conservative","No",3
"3408","Male","18-30","Liberal","No",4
"3409","No reply","18-30","Liberal","No",3
"3410","No reply","18-30","Conservative","No",4
"3411","Male","18-30","Liberal","No",2
"3412","Trans or Unisex","18-30","NDP","No",3
"3413","Trans or Unisex","18-30","Liberal","Yes",3
"3414","Male","18-30","Conservative","No",4
"3415","Female","18-30","Liberal","No",3
"3416","Female","18-30","Green","No",3
"3417","Male","18-30","Other","No",3
"3418","Female","18-30","Liberal","No",3
"3419","Female","18-30","Liberal","No",5
"3420","Female","18-30","Liberal","No",5
"3421","Female","18-30","Liberal","Unsure",3
"3422","Female","< 18","Green","Unsure",3
"3423","Male","18-30","Liberal","Yes",4
"3424","Female","18-30","Conservative","No",2
"3425","Female","18-30","Liberal","No",3
"3426","Female","18-30","Conservative","No",5
"3427","Male","18-30","Liberal","No",4
"3428","Male","18-30","Liberal","No",4
"3429","Female","18-30","Liberal","Yes",4
"3430","Female","18-30","Other","Yes",2
"3431","Male","18-30","Liberal","No",4
"3432","Female","18-30","Conservative","Yes",2
"3433","Female","18-30","Conservative","No",0
"3434","Male","18-30","Liberal","No",3
"3435","Female","18-30","Liberal","No",2
"3436","Female","18-30","Liberal","No",4
"3437","Male","18-30","Liberal","Yes",5
"3438","Male","< 18","Liberal","Unsure",4
"3439","Female","18-30","Liberal","No",3
"3440","Female","18-30","Liberal","No",5
"3441","Male","18-30","Conservative","No",2
"3442","Male","< 18","Conservative","Yes",5
"3443","Male","18-30","Liberal","No",3
"3444","Female","18-30","Liberal","No",4
"3445","Female","18-30","Liberal","No",4
"3446","Male","18-30","Conservative","Yes",3
"3447","Female","18-30","NDP","No",4
"3448","Female","18-30","Other","No",3
"3449","Male","18-30","Liberal","Yes",4
"3450","Female","18-30","Unsure","No",4
"3451","Male","18-30","Liberal","No",3
"3452","Female","18-30","Conservative","No",3
"3453","Male","18-30","Other","No",1
"3454","Female","18-30","Liberal","No",4
"3455","Female","18-30","NDP","Yes",2
"3456","Male","18-30","Liberal","Yes",2
"3457","Female","18-30","Liberal","No",5
"3458","Male","18-30","Unsure","Yes",5
"3459","Male","18-30","NDP","No",5
"3460","Female","18-30","Conservative","No",5
"3461","Female","18-30","NDP","Yes",4
"3462","Male","18-30","Liberal","No",4
"3463","Male","18-30","Other","Yes",4
"3464","Male","18-30","Liberal","No",4
"3465","Male","18-30","Liberal","No",4
"3466","Female","18-30","Other","No",5
"3467","Male","< 18","Liberal","No",2
"3468","Female","18-30","NDP","Yes",2
"3469","Male","18-30","Liberal","Unsure",3
"3470","Male","18-30","NDP","Yes",4
"3471","Female","< 18","Green","No",3
"3472","Male","18-30","Other","No",3
"3473","Female","18-30","Other","No",4
"3474","Female","18-30","Liberal","Yes",4
"3475","Trans or Unisex","< 18","Conservative","No",4
"3476","Female","18-30","Liberal","Yes",5
"3477","Male","18-30","Other","No",3
"3478","Male","18-30","NDP","No",4
"3479","Trans or Unisex","18-30","Unsure","Yes",3
"3480","Male","18-30","Conservative","Yes",2
"3481","Trans or Unisex","18-30","Liberal","Yes",5
"3482","Female","18-30","Liberal","Yes",2
"3483","Female","< 18","NDP","No",5
"3484","Male","18-30","Green","No",5
"3485","Male","18-30","Liberal","No",4
"3486","Female","18-30","Other","No",4
"3487","Female","18-30","Liberal","No",4
"3488","Male","< 18","Liberal","Yes",5
"3489","Female","< 18","Liberal","No",3
"3490","Female","18-30","Conservative","Yes",3
"3491","Female","18-30","Other","Yes",3
"3492","Male","18-30","Liberal","No",5
"3493","Female","18-30","Other","Yes",1
"3494","Female","18-30","Liberal","Yes",3
"3495","Trans or Unisex","18-30","Liberal","No",5
"3496","Female","18-30","NDP","No",3
"3497","Male","18-30","Liberal","No",3
"3498","Male","18-30","Liberal","Yes",4
"3499","Male","18-30","Conservative","No",4
"3500","Male","18-30","Liberal","Yes",4
"3501","Female","18-30","Conservative","Yes",4
"3502","Female","18-30","Liberal","Yes",0
"3503","Female","18-30","Liberal","No",2
"3504","Female","18-30","Other","No",3
"3505","Female","18-30","NDP","Yes",2
"3506","Male","18-30","Other","No",3
"3507","Male","18-30","Conservative","Yes",4
"3508","Trans or Unisex","18-30","Conservative","No",3
"3509","Male","18-30","Unsure","No",3
"3510","Male","18-30","Liberal","Yes",5
"3511","Female","18-30","Other","Yes",3
"3512","Male","18-30","Liberal","Yes",2
"3513","Male","18-30","Other","No",3
"3514","Male","18-30","Liberal","No",2
"3515","Male","18-30","Conservative","No",5
"3516","Female","18-30","Conservative","No",4
"3517","Female","18-30","Other","Yes",3
"3518","Male","18-30","Liberal","No",4
"3519","Female","18-30","Liberal","Yes",1
"3520","Male","18-30","Conservative","No",4
"3521","Male","18-30","Liberal","Yes",2
"3522","Male","18-30","Liberal","No",4
"3523","Female","18-30","Liberal","No",3
"3524","Male","< 18","Liberal","No",4
"3525","Female","18-30","Liberal","No",2
"3526","Male","18-30","Liberal","No",2
"3527","Female","18-30","Green","Yes",4
"3528","Female","18-30","Conservative","No",5
"3529","Female","< 18","Conservative","No",3
"3530","Female","18-30","Green","Yes",5
"3531","Female","18-30","NDP","No",4
"3532","Female","18-30","Liberal","Yes",5
"3533","Female","18-30","Other","No",1
"3534","Male","18-30","Conservative","Yes",0
"3535","Female","18-30","Liberal","Yes",5
"3536","Female","18-30","Liberal","No",2
"3537","Female","18-30","Liberal","Yes",1
"3538","Male","18-30","Liberal","Unsure",2
"3539","Male","< 18","Liberal","No",3
"3540","Male","18-30","Liberal","No",2
"3541","Male","18-30","Liberal","No",5
"3542","Female","18-30","Green","Yes",4
"3543","Male","< 18","Liberal","No",4
"3544","Male","18-30","Conservative","No",5
"3545","Female","18-30","Liberal","Unsure",3
"3546","Female","18-30","Liberal","Yes",4
"3547","Male","18-30","Conservative","No",1
"3548","Male","18-30","Liberal","Unsure",3
"3549","Female","18-30","Liberal","Yes",2
"3550","Female","18-30","Unsure","Yes",3
"3551","Female","18-30","NDP","Yes",5
"3552","Female","18-30","NDP","No",2
"3553","Trans or Unisex","18-30","Liberal","No",5
"3554","Male","18-30","Liberal","No",5
"3555","Female","18-30","Liberal","Yes",4
"3556","Trans or Unisex","18-30","Liberal","No",5
"3557","Male","18-30","Liberal","No",4
"3558","Male","18-30","Liberal","No",5
"3559","Male","18-30","Liberal","No",4
"3560","Female","18-30","Liberal","No",2
"3561","Male","18-30","Conservative","No",1
"3562","Male","18-30","Green","No",3
"3563","Female","18-30","Conservative","Yes",3
"3564","Male","18-30","Conservative","No",2
"3565","Female","18-30","Liberal","No",5
"3566","Female","18-30","Liberal","No",5
"3567","Male","< 18","Liberal","Yes",2
"3568","Female","18-30","Liberal","No",3
"3569","Female","< 18","Liberal","No",5
"3570","Male","18-30","Conservative","No",5
"3571","Female","18-30","Liberal","No",3
"3572","Male","18-30","Liberal","No",5
"3573","Male","18-30","Other","Yes",4
"3574","Male","18-30","Conservative","No",4
"3575","Male","18-30","Conservative","No",3
"3576","Male","18-30","Unsure","Yes",5
"3577","Female","< 18","Liberal","Yes",4
"3578","Male","18-30","NDP","Yes",2
"3579","Male","18-30","Other","No",4
"3580","Male","18-30","Unsure","No",5
"3581","Female","18-30","Liberal","Yes",4
"3582","Male","18-30","Liberal","No",2
"3583","Trans or Unisex","18-30","Other","No",3
"3584","Male","18-30","Liberal","No",2
"3585","Male","18-30","Liberal","No",4
"3586","Female","18-30","Liberal","No",2
"3587","Trans or Unisex","18-30","Liberal","No",5
"3588","Female","18-30","Conservative","No",4
"3589","Female","18-30","Liberal","No",2
"3590","Female","18-30","Liberal","Yes",4
"3591","Male","18-30","Liberal","No",4
"3592","Female","18-30","Unsure","Yes",5
"3593","Female","18-30","Liberal","Unsure",4
"3594","Female","18-30","Liberal","No",3
"3595","Male","< 18","Green","No",3
"3596","Female","18-30","Other","Yes",5
"3597","Male","18-30","Liberal","Yes",4
"3598","Female","18-30","Green","No",4
"3599","Female","18-30","Liberal","No",5
"3600","Male","18-30","Other","Yes",3
"3601","No reply","18-30","Conservative","No",2
"3602","Female","18-30","Liberal","Yes",2
"3603","Male","18-30","Conservative","No",4
"3604","Female","18-30","Liberal","Yes",1
"3605","Male","18-30","Liberal","Yes",3
"3606","Trans or Unisex","< 18","Liberal","Unsure",5
"3607","Male","18-30","Liberal","No",2
"3608","Male","18-30","Conservative","No",5
"3609","Male","18-30","Conservative","No",4
"3610","Female","18-30","Conservative","Yes",0
"3611","Male","18-30","Conservative","No",3
"3612","Male","18-30","Liberal","No",3
"3613","Male","18-30","Conservative","No",3
"3614","Male","18-30","Conservative","No",3
"3615","Male","18-30","Conservative","Yes",3
"3616","Male","18-30","Liberal","Yes",5
"3617","Male","18-30","Conservative","No",2
"3618","Female","18-30","Liberal","No",2
"3619","Male","18-30","Conservative","No",2
"3620","Female","18-30","Conservative","No",4
"3621","Male","18-30","Conservative","Yes",0
"3622","Male","18-30","Liberal","No",2
"3623","Male","18-30","Liberal","No",3
"3624","Male","18-30","NDP","Yes",5
"3625","Female","18-30","Conservative","No",1
"3626","Male","18-30","Liberal","Yes",2
"3627","Female","18-30","Liberal","Yes",2
"3628","Male","18-30","Liberal","Yes",3
"3629","Male","18-30","Other","No",5
"3630","Male","18-30","NDP","Yes",4
"3631","Male","18-30","Other","Yes",3
"3632","Female","18-30","Liberal","No",3
"3633","Female","18-30","Liberal","No",4
"3634","Female","18-30","Liberal","No",5
"3635","Male","18-30","Liberal","Yes",5
"3636","Male","18-30","Conservative","No",5
"3637","Male","18-30","Conservative","No",4
"3638","Female","18-30","Conservative","No",3
"3639","No reply","18-30","Liberal","No",4
"3640","Male","18-30","Liberal","Yes",3
"3641","Female","18-30","Liberal","No",3
"3642","Male","18-30","Unsure","Yes",2
"3643","Male","< 18","Liberal","No",5
"3644","Male","18-30","Conservative","Yes",5
"3645","Female","18-30","Liberal","No",4
"3646","Female","18-30","Liberal","No",5
"3647","Female","18-30","Conservative","No",4
"3648","Female","18-30","Other","No",4
"3649","Male","18-30","Liberal","No",5
"3650","Female","18-30","Other","Yes",4
"3651","Female","18-30","Liberal","No",4
"3652","Male","18-30","Other","Yes",2
"3653","Female","18-30","Liberal","Yes",5
"3654","Female","18-30","Liberal","No",4
"3655","Female","< 18","NDP","No",5
"3656","Male","18-30","NDP","No",3
"3657","Female","18-30","Other","Yes",3
"3658","Female","18-30","Conservative","Yes",2
"3659","Male","18-30","Other","Yes",0
"3660","Male","18-30","Conservative","No",2
"3661","Trans or Unisex","18-30","Liberal","No",5
"3662","Male","18-30","Conservative","Yes",3
"3663","Female","18-30","Conservative","No",1
"3664","Female","18-30","Conservative","No",5
"3665","Female","< 18","Conservative","No",3
"3666","Female","18-30","Unsure","No",0
"3667","Male","18-30","Liberal","No",2
"3668","Female","18-30","Green","No",1
"3669","Female","18-30","NDP","No",4
"3670","Male","18-30","Conservative","No",4
"3671","Trans or Unisex","18-30","NDP","No",5
"3672","Male","< 18","Liberal","No",4
"3673","Female","18-30","Other","No",4
"3674","Female","< 18","Liberal","Yes",3
"3675","Male","18-30","Green","Yes",2
"3676","Female","18-30","Liberal","No",2
"3677","Male","< 18","NDP","No",4
"3678","Male","18-30","Green","No",5
"3679","Male","18-30","Liberal","Yes",4
"3680","Male","18-30","Liberal","No",4
"3681","Male","18-30","Green","Yes",3
"3682","Female","18-30","Conservative","Yes",3
"3683","Male","18-30","Liberal","No",4
"3684","Male","18-30","NDP","Yes",5
"3685","Female","18-30","Conservative","No",1
"3686","Male","18-30","Other","Yes",3
"3687","Trans or Unisex","< 18","Unsure","Unsure",3
"3688","Male","18-30","Other","Yes",3
"3689","Female","18-30","Liberal","Yes",5
"3690","Female","18-30","Liberal","No",2
"3691","Female","18-30","Liberal","Unsure",4
"3692","Female","18-30","Conservative","Yes",4
"3693","Female","18-30","Other","Yes",3
"3694","Male","18-30","NDP","No",4
"3695","Female","18-30","NDP","No",3
"3696","Male","18-30","Liberal","No",3
"3697","Female","18-30","Conservative","No",5
"3698","Male","18-30","Liberal","No",3
"3699","Male","< 18","Other","No",3
"3700","Female","18-30","Green","No",4
"3701","Female","18-30","Other","No",2
"3702","Male","18-30","Green","No",2
"3703","Female","18-30","Unsure","No",2
"3704","Female","18-30","Conservative","No",3
"3705","Male","< 18","Other","No",4
"3706","Female","18-30","Conservative","No",4
"3707","Female","18-30","Green","No",5
"3708","Female","18-30","Liberal","Yes",5
"3709","Male","18-30","Other","No",4
"3710","Female","< 18","Liberal","Yes",3
"3711","Male","18-30","Conservative","Yes",4
"3712","Male","18-30","Other","No",5
"3713","Male","18-30","Liberal","No",3
"3714","Female","18-30","Conservative","No",0
"3715","Male","< 18","Green","Yes",3
"3716","Female","18-30","NDP","Unsure",3
"3717","Female","18-30","Conservative","Unsure",3
"3718","Male","18-30","Conservative","No",3
"3719","Trans or Unisex","18-30","Liberal","No",4
"3720","Male","18-30","Conservative","No",4
"3721","Female","18-30","Liberal","No",5
"3722","Male","18-30","Liberal","No",2
"3723","Female","18-30","Liberal","Yes",3
"3724","Female","18-30","Other","No",0
"3725","Male","18-30","Conservative","Yes",5
"3726","Female","18-30","Unsure","No",2
"3727","Male","18-30","Liberal","Yes",3
"3728","Female","18-30","Conservative","No",2
"3729","Female","18-30","Conservative","Yes",2
"3730","Male","18-30","Liberal","Yes",2
"3731","Male","18-30","Liberal","No",3
"3732","Male","18-30","NDP","No",3
"3733","Male","18-30","Conservative","No",5
"3734","Female","18-30","Conservative","No",4
"3735","Female","18-30","Liberal","No",5
"3736","Male","18-30","Liberal","No",5
"3737","Female","18-30","Other","No",2
"3738","Male","< 18","Conservative","No",1
"3739","Female","18-30","Unsure","Yes",5
"3740","Male","18-30","Conservative","Yes",1
"3741","Male","18-30","Liberal","Yes",2
"3742","Female","18-30","Other","No",2
"3743","Male","18-30","Conservative","No",5
"3744","Female","< 18","Liberal","No",4
"3745","Male","18-30","NDP","Yes",3
"3746","Male","18-30","Conservative","No",2
"3747","Male","18-30","Liberal","Yes",2
"3748","Trans or Unisex","18-30","Unsure","Yes",3
"3749","Male","18-30","Green","No",3
"3750","Female","18-30","Liberal","Yes",5
"3751","Female","18-30","Liberal","No",3
"3752","Male","< 18","Liberal","Yes",5
"3753","Male","18-30","Conservative","No",2
"3754","Female","18-30","Green","No",4
"3755","Male","< 18","Liberal","No",3
"3756","Female","< 18","Conservative","No",2
"3757","Female","18-30","Conservative","No",2
"3758","Female","18-30","Conservative","No",2
"3759","Female","18-30","Conservative","Yes",3
"3760","Female","18-30","NDP","No",0
"3761","Female","18-30","Unsure","Yes",3
"3762","Male","18-30","NDP","No",5
"3763","Female","18-30","Liberal","No",2
"3764","Male","18-30","Conservative","Unsure",4
"3765","Female","18-30","Liberal","Yes",5
"3766","Male","< 18","NDP","No",3
"3767","Male","18-30","Other","No",3
"3768","Female","18-30","Unsure","No",4
"3769","Male","18-30","Conservative","Yes",5
"3770","Male","18-30","NDP","No",4
"3771","Female","18-30","NDP","Unsure",4
"3772","Female","18-30","Liberal","No",0
"3773","Female","18-30","Other","Unsure",4
"3774","Female","18-30","Liberal","No",4
"3775","Female","< 18","Conservative","Yes",5
"3776","Trans or Unisex","18-30","Conservative","No",3
"3777","Trans or Unisex","18-30","Liberal","Yes",2
"3778","Male","18-30","NDP","No",5
"3779","Male","18-30","Green","No",4
"3780","Female","18-30","Conservative","No",4
"3781","Female","18-30","Liberal","Yes",1
"3782","Female","18-30","Liberal","No",2
"3783","Female","18-30","Liberal","Yes",3
"3784","Female","18-30","Other","No",4
"3785","Male","18-30","Conservative","Yes",1
"3786","Male","< 18","Other","No",3
"3787","Male","< 18","Liberal","Yes",3
"3788","Female","18-30","Liberal","Yes",5
"3789","Male","< 18","Liberal","Unsure",3
"3790","Female","18-30","Liberal","Yes",4
"3791","Female","18-30","NDP","Yes",5
"3792","Female","18-30","Liberal","No",3
"3793","Female","18-30","Conservative","Yes",5
"3794","Male","< 18","Liberal","No",5
"3795","Female","18-30","Conservative","No",3
"3796","Male","18-30","Other","Unsure",3
"3797","Female","18-30","Conservative","Yes",4
"3798","Female","18-30","Liberal","No",2
"3799","Male","18-30","Unsure","Yes",3
"3800","Female","18-30","Liberal","No",3
"3801","Male","18-30","Liberal","No",2
"3802","Male","18-30","Liberal","Yes",4
"3803","Male","18-30","Conservative","No",5
"3804","Female","18-30","NDP","No",2
"3805","Male","18-30","Conservative","No",1
"3806","Female","18-30","NDP","Yes",3
"3807","Female","18-30","Conservative","Yes",5
"3808","Female","< 18","Liberal","No",5
"3809","Female","18-30","Conservative","Yes",4
"3810","Male","18-30","Conservative","No",4
